_RAJ2000|_DEJ2000|KIC|2MASS|Teff|FeH|AFe|Numax|Dnu|ES|Fdnu|M(cor)|s_M(cor)|R(cor)|s_R(cor)|logg(seis)|s_logg(seis)|Rho|s_Rho|LogAge|Av|Notes|AP-1|KCat|Sloan|Simbad|_RA|_DE
289.7499167|+41.7473611| 6357879|19185998+4144505|4969.8|-0.227| 0.012| 42.545| 4.603|RC      | 0.9954| 1.600| 0.073|11.165| 0.021| 2.546| 0.009| 1.62e-03| 0.008| 3.224| 0.175|                |  0|KCat|Sloan|Simbad|289.74992|+41.74736
289.9425000|+41.7447778| 6358455|19194620+4144412|4531.1| 0.406| 0.028| 69.572| 6.685|RGB     | 1.0358| 1.168| 0.039| 7.634| 0.014| 2.740| 0.007| 3.70e-03| 0.007| 3.900| 0.238|                |  0|KCat|Sloan|Simbad|289.94250|+41.74478
289.9831667|+41.7860833| 6358570|19195596+4147099|4229.1|-0.228| 0.041|  4.789| 0.841|RGB     | 1.0318| 1.394| 0.044|32.338| 0.017| 1.563| 0.007| 5.81e-05| 0.008| 3.457| 0.355|SeisUnc         |  0|KCat|Sloan|Simbad|289.98317|+41.78608
290.0232083|+41.7341944| 6358695|19200557+4144031|4742.8| 0.219| 0.023|105.621| 9.245|RGB     | 1.0279| 1.234| 0.036| 6.296| 0.013| 2.931| 0.007| 6.97e-03| 0.007| 3.774| 0.298|                |  0|KCat|Sloan|Simbad|290.02321|+41.73419
290.1422917|+41.7295556| 6359105|19203415+4143464|4695.5| 0.011| 0.027| 48.515| 5.082|RGB     | 1.0354| 1.253| 0.040| 9.385| 0.015| 2.591| 0.007| 2.14e-03| 0.007| 3.703| 0.330|                |  0|KCat|Sloan|Simbad|290.14229|+41.72956
290.2580000|+41.7987778| 6359454|19210192+4147556|4951.1|-0.309| 0.053|147.066|12.292|RGB     | 1.0198| 1.173| 0.032| 5.147| 0.011| 3.084| 0.007| 1.21e-02| 0.007| 3.676| 0.128|                |  0|KCat|Sloan|Simbad|290.25800|+41.79878
290.3860833|+41.7502778| 6359890|19213266+4145010|4792.0|-0.021| 0.025| 94.628| 8.534|RGB     | 1.0276| 1.243| 0.037| 6.658| 0.013| 2.886| 0.007| 5.94e-03| 0.007| 3.683| 0.161|                |  0|KCat|Sloan|Simbad|290.38608|+41.75028
290.4538750|+41.7015278| 6360104|19214893+4142055|4727.0|-0.305| 0.199| 81.941| 8.048|RGB     | 1.0319| 0.983| 0.038| 6.385| 0.014| 2.820| 0.007| 5.32e-03| 0.007| 3.981| 0.240|                |  0|KCat|Sloan|Simbad|290.45387|+41.70153
291.5086667|+41.7099444| 6363090|19260208+4142358|4813.5| 0.079| 0.007| 42.459| 4.593|RC      | 0.9987| 1.510| 0.073|10.943| 0.021| 2.539| 0.010| 1.63e-03| 0.008| 3.352| 0.147|                |  0|KCat|Sloan|Simbad|291.50867|+41.70994
291.5139583|+41.7877222| 6363109|19260335+4147158|4656.9| 0.144| 0.031| 54.797| 5.488|RGB     | 1.0343| 1.317| 0.040| 9.071| 0.015| 2.642| 0.007| 2.49e-03| 0.007| 3.667| 0.213|                |  0|KCat|Sloan|Simbad|291.51396|+41.78772
291.5840833|+41.7732778| 6363338|19262018+4146238|4834.9|-0.002| 0.043| 39.948| 4.440|RC      | 0.9996| 1.444| 0.075|11.022| 0.022| 2.513| 0.010| 1.52e-03| 0.008| 3.387| 0.191|                |  0|KCat|Sloan|Simbad|291.58408|+41.77328
292.2933333|+41.7880278| 6365511|19291040+4147169|4788.8|-0.415| 0.188| 76.074| 7.688|RGB     | 1.0326| 0.961| 0.038| 6.530| 0.014| 2.791| 0.007| 4.87e-03| 0.007| 3.980| 0.045|                |  0|KCat|Sloan|Simbad|292.29333|+41.78803
292.4005833|+41.7884722| 6365867|19293614+4147185|4880.9|-0.279| 0.083| 27.507| 3.665|RC      | 1.0072| 1.000| 0.080|11.026| 0.024| 2.353| 0.010| 1.05e-03| 0.008| 3.746| 0.295|                |  0|KCat|Sloan|Simbad|292.40058|+41.78847
293.0460833|+41.7261667| 6367815|19321106+4143342|4835.2| 0.132|-0.011| 41.727| 4.392|RC      | 1.0049| 1.683| 0.074|11.642| 0.021| 2.532| 0.010| 1.50e-03| 0.008| 3.254| 0.241|                |  0|KCat|Sloan|Simbad|293.04608|+41.72617
293.2035833|+41.7945833| 6368363|19324886+4147405|4585.2|-0.242| 0.152| 47.884| 5.308|RGB     | 1.0389| 0.964| 0.040| 8.334| 0.015| 2.580| 0.007| 2.35e-03| 0.007| 4.014| 0.071|                |  0|KCat|Sloan|Simbad|293.20358|+41.79458
293.3380000|+41.7091111| 6368800|19332112+4142328|4853.5| 0.145| 0.002| 50.947| 5.061|RC      | 0.9962| 1.809| 0.069|10.914| 0.019| 2.620| 0.009| 1.96e-03| 0.008| 3.193| 0.151|                |  0|KCat|Sloan|Simbad|293.33800|+41.70911
293.5675417|+41.7639722| 6369548|19341621+4145503|4767.0| 0.211| 0.011|116.269| 9.898|RGB     | 1.0259| 1.272| 0.035| 6.085| 0.012| 2.974| 0.007| 7.96e-03| 0.007| 3.725| 0.200|                |  0|KCat|Sloan|Simbad|293.56754|+41.76397
293.6292500|+41.7315556| 6369774|19343102+4143536|4631.4| 0.119|-0.008| 48.494| 5.066|RGB     | 1.0364| 1.237| 0.040| 9.357| 0.015| 2.588| 0.007| 2.13e-03| 0.007| 3.745| 0.227|                |  0|KCat|Sloan|Simbad|293.62925|+41.73156
293.8619583|+41.7847500| 6370549|19352687+4147051|4415.0| 0.124| 0.028| 10.991| 1.656|RGB     | 1.0449| 1.135| 0.044|19.057| 0.017| 1.933| 0.007| 2.31e-04| 0.008| 3.878| 0.367|                |  0|KCat|Sloan|Simbad|293.86196|+41.78475
293.9940833|+41.7493056| 6371008|19355858+4144575|4628.7|-0.002| 0.105| 30.450| 3.800|RC      | 0.9929| 1.147| 0.079|11.376| 0.024| 2.386| 0.010| 1.10e-03| 0.008| 3.652| 0.208|                |  0|KCat|Sloan|Simbad|293.99408|+41.74931
294.0317500|+41.7830000| 6371141|19360762+4146588|5062.0| 0.112|-0.020| 71.901| 6.031|RC      | 0.9856| 2.803| 0.060|11.316| 0.014| 2.778| 0.008| 2.73e-03| 0.008| 2.697| 0.265|                |  0|KCat|Sloan|Simbad|294.03175|+41.78300
294.2765833|+41.7389722| 6371980|19370638+4144203|4925.6| 0.076|-0.031| 58.016| 4.977|RC(S)   | 1.0000| 2.875| 0.066|12.846| 0.017| 2.679| 0.009| 1.91e-03| 0.008| 2.632| 0.128|SeisUnc         |  0|KCat|Sloan|Simbad|294.27658|+41.73897
294.3732083|+41.7729444| 6372328|19372957+4146226|4792.9| 0.086|-0.006| 42.306| 4.515|RC      | 0.9979| 1.594| 0.073|11.277| 0.021| 2.536| 0.010| 1.57e-03| 0.008| 3.298| 0.193|                |  0|KCat|Sloan|Simbad|294.37321|+41.77294
296.5716667|+41.7666111| 6380975|19461720+4145598|4802.8| 0.148| 0.001|152.285|12.387|RGB     | 1.0219| 1.197| 0.032| 5.148| 0.011| 3.093| 0.007| 1.24e-02| 0.007| 3.800| 0.173|                |  0|KCat|Sloan|Simbad|296.57167|+41.76661
296.8653750|+41.7843333| 6382244|19472769+4147036|4216.3|-0.103| 0.004|  5.075| 0.876|RGB     | 1.0332| 1.397| 0.044|31.473| 0.017| 1.587| 0.007| 6.33e-05| 0.008| 3.485| 0.793|                |  0|KCat|Sloan|Simbad|296.86537|+41.78433
296.9842083|+41.7370556| 6382801|19475621+4144134|4690.6| 0.286|-0.002| 38.688| 4.253|RC(S)   | 1.0022| 1.474| 0.075|11.402| 0.022| 2.493| 0.010| 1.40e-03| 0.008| 3.433| 1.275|                |  0|KCat|Sloan|Simbad|296.98421|+41.73706
296.9922083|+41.7898889| 6382830|19475813+4147236|4708.2| 0.183|-0.021| 22.929| 2.534|RGB     | 1.0248| 2.238| 0.043|18.233| 0.016| 2.266| 0.007| 5.21e-04| 0.008| 2.916| 0.797|                |  0|KCat|Sloan|Simbad|296.99221|+41.78989
297.0814167|+41.7334167| 6383228|19481954+4144003|5057.4| 0.071|-0.020| 88.674| 7.312|RC(S)   | 1.0015| 2.279| 0.052| 9.191| 0.011| 2.869| 0.008| 4.14e-03| 0.008| 2.981| 0.719|                |  0|KCat|Sloan|Simbad|297.08142|+41.73342
297.1565417|+41.7885833| 6383574|19483757+4147189|4448.7|-0.002| 0.003|  9.228| 1.366|RGB     | 1.0354| 1.525| 0.044|24.064| 0.017| 1.859| 0.007| 1.54e-04| 0.008| 3.388| 1.000|                |  0|KCat|Sloan|Simbad|297.15654|+41.78858
297.2425833|+41.7181389| 6383953|19485822+4143053|4923.5| 0.152|-0.020| 92.599| 7.513|RGB(S)  | 1.0126| 2.141| 0.037| 8.775| 0.013| 2.882| 0.007| 4.47e-03| 0.007| 2.960| 0.514|                |  0|KCat|Sloan|Simbad|297.24258|+41.71814
297.3638750|+41.7788333| 6384492|19492733+4146438|4538.9| 0.109| 0.005| 32.790| 3.763|RGB     | 1.0392| 1.205| 0.042|11.289| 0.016| 2.414| 0.007| 1.18e-03| 0.008| 3.783| 0.198|                |  0|KCat|Sloan|Simbad|297.36387|+41.77883
297.5623750|+41.7026389| 6385325|19501497+4142095|4843.3| 0.153|-0.019| 52.847| 5.113|RC      | 1.0033| 1.879| 0.069|10.926| 0.019| 2.635| 0.009| 2.03e-03| 0.008| 3.161| 0.299|                |  0|KCat|Sloan|Simbad|297.56237|+41.70264
297.6164167|+41.7646389| 6385534|19502794+4145527|4315.3|-0.296| 0.048|  7.709| 1.175|RGB     | 1.0315| 1.574| 0.044|26.949| 0.017| 1.774| 0.007| 1.13e-04| 0.008| 3.271| 1.791|                |  0|KCat|Sloan|Simbad|297.61642|+41.76464
297.7385833|+41.7741389| 6385953|19505726+4146269|4698.6| 0.281| 0.003| 88.648| 7.821|RGB     | 1.0288| 1.399| 0.037| 7.336| 0.013| 2.853| 0.007| 5.00e-03| 0.007| 3.597| 0.199|                |  0|KCat|Sloan|Simbad|297.73858|+41.77414
297.9661250|+41.7966667| 6386908|19515187+4147480|4054.8|-0.095| 0.050|  2.536| 0.331|RGB     |       |      |      |      |      | 1.278| 0.007|         |      |      | 1.151|No Fdnu         |  0|KCat|Sloan|Simbad|297.96612|+41.79667
298.7860417|+41.7456667| 6390781|19550865+4144444|4580.2| 0.028| 0.002| 24.087| 2.790|RGB     | 1.0340| 1.635| 0.043|15.308| 0.016| 2.282| 0.007| 6.43e-04| 0.008| 3.309| 0.492|                |  0|KCat|Sloan|Simbad|298.78604|+41.74567
299.0233750|+41.7666667| 6391933|19560561+4146000|4821.4|-0.081| 0.112|172.246|14.155|RGB     | 1.0203| 1.028| 0.030| 4.482| 0.010| 3.147| 0.007| 1.61e-02| 0.006| 3.976| 0.193|                |  0|KCat|Sloan|Simbad|299.02337|+41.76667
283.0859583|+41.8311111| 6421579|18522063+4149520|4314.7| 0.049| 0.014|  8.055| 1.424|RGB     | 1.0211| 0.867| 0.044|19.568| 0.017| 1.793| 0.007| 1.63e-04| 0.008| 4.240| 0.162|Ageold          |  1|KCat|Sloan|Simbad|283.08596|+41.83111
283.7643333|+41.8857500| 6422994|18550344+4153087|5001.9|-0.103| 0.025| 44.195| 4.431|RC(S)   | 1.0018| 2.056| 0.073|12.398| 0.021| 2.564| 0.009| 1.52e-03| 0.008| 3.024| 0.303|                |  1|KCat|Sloan|Simbad|283.76433|+41.88575
284.1226667|+41.8902778| 6423690|18562944+4153250|4885.5|-0.450| 0.220| 33.823| 4.111|RC      | 0.9864| 1.277| 0.077|11.236| 0.023| 2.443| 0.010| 1.27e-03| 0.008| 3.442| 0.157|                |  1|KCat|Sloan|Simbad|284.12267|+41.89028
284.3585000|+41.8940000| 6424157|18572604+4153384|4765.0| 0.085| 0.015| 99.066| 8.856|RGB     | 1.0280| 1.217| 0.036| 6.448| 0.013| 2.904| 0.007| 6.40e-03| 0.007| 3.757| 0.161|                |  1|KCat|Sloan|Simbad|284.35850|+41.89400
284.9427500|+41.8694722| 6425301|18594626+4152101|4578.2| 0.015| 0.109| 59.994| 6.159|RGB     | 1.0370| 1.051| 0.039| 7.779| 0.014| 2.678| 0.007| 3.15e-03| 0.007| 3.980| 0.096|                |  1|KCat|Sloan|Simbad|284.94275|+41.86947
285.1252500|+41.8675278| 6425652|19003006+4152031|4763.0|-0.168| 0.079| 28.648| 3.798|RC      | 0.9876| 1.021| 0.080|10.983| 0.024| 2.365| 0.010| 1.09e-03| 0.008| 3.750| 0.228|                |  1|KCat|Sloan|Simbad|285.12525|+41.86753
286.5217500|+41.8222222| 6428602|19060522+4149200|4815.3|-0.315| 0.155| 88.483| 8.456|RGB     | 1.0292| 1.055| 0.037| 6.337| 0.013| 2.858| 0.007| 5.85e-03| 0.007| 3.872| 0.167|                |  0|KCat|Sloan|Simbad|286.52175|+41.82222
286.6890000|+41.8263056| 6428974|19064536+4149347|4785.5| 0.153|-0.030| 41.340| 4.568|RC      | 1.0018| 1.394| 0.074|10.673| 0.021| 2.526| 0.010| 1.62e-03| 0.008| 3.464| 0.169|                |  1|KCat|Sloan|Simbad|286.68900|+41.82631
286.8997083|+41.8584167| 6429453|19073593+4151303|5026.9| 0.004| 0.004|       |      |REJECT  |       |      |      |      |      |      |      |         |      |      |      |No Seis         |  0|KCat|Sloan|Simbad|286.89971|+41.85842
286.9028333|+41.8758333| 6429457|19073668+4152330|4657.0| 0.031| 0.033| 23.941| 3.134|RC      | 1.0154| 1.112| 0.082|12.611| 0.025| 2.283| 0.010| 7.82e-04| 0.008| 3.705| 0.235|                |  1|KCat|Sloan|Simbad|286.90283|+41.87583
287.0362500|+41.8301389| 6429747|19080870+4149485|4702.3| 0.167|-0.020| 53.185| 5.137|RGB(S)  | 1.0311| 1.611| 0.040|10.161| 0.015| 2.631| 0.007| 2.17e-03| 0.007| 3.355| 0.198|                |  0|KCat|Sloan|Simbad|287.03625|+41.83014
287.1450417|+41.8162500| 6429995|19083481+4148585|4668.2|-0.024| 0.004| 55.377| 5.828|RGB     | 1.0374| 1.060| 0.040| 8.089| 0.015| 2.647| 0.007| 2.82e-03| 0.007| 3.932| 0.268|                |  0|KCat|Sloan|Simbad|287.14504|+41.81625
287.3977083|+41.8949167| 6430534|19093545+4153417|4553.4| 0.165| 0.051| 27.940| 3.599|RC      | 0.9960| 1.061| 0.080|11.468| 0.024| 2.345| 0.010| 9.92e-04| 0.008| 3.773| 0.146|                |  1|KCat|Sloan|Simbad|287.39771|+41.89492
287.5089167|+41.8893889| 6430804|19100214+4153218|4921.0| 0.112| 0.011|190.827|25.625|REJECT  |       |      |      |      |      |      |      |         |      |      | 0.030|No Seis         |  0|KCat|Sloan|Simbad|287.50892|+41.88939
287.5287083|+41.8975000| 6430834|19100689+4153510|4755.1| 0.130|-0.002| 37.283| 4.284|RC      | 1.0011| 1.313| 0.076|10.926| 0.022| 2.479| 0.010| 1.42e-03| 0.008| 3.533| 0.305|                |  0|KCat|Sloan|Simbad|287.52871|+41.89750
287.9968750|+41.8930833| 6431941|19115925+4153351|4503.9|-0.387| 0.230| 21.125| 2.825|RGB     | 1.0441| 0.984| 0.043|12.738| 0.016| 2.221| 0.007| 6.72e-04| 0.008| 3.939| 0.113|                |  1|KCat|Sloan|Simbad|287.99687|+41.89308
289.3728750|+41.8013333| 6435542|19172949+4148048|4643.2| 0.309| 0.009|107.523| 9.467|RGB     | 1.0295| 1.139| 0.035| 6.028| 0.013| 2.934| 0.007| 7.33e-03| 0.007| 3.918| 0.162|                |  0|KCat|Sloan|Simbad|289.37287|+41.80133
289.4563750|+41.8731389| 6435786|19174953+4152233|4819.3| 0.104| 0.007|142.575|11.838|RGB     | 1.0228| 1.180| 0.033| 5.277| 0.011| 3.065| 0.007| 1.13e-02| 0.007| 3.809| 0.128|                |  0|KCat|Sloan|Simbad|289.45637|+41.87314
289.6514167|+41.8372778| 6436353|19183634+4150142|4610.2| 0.413| 0.022| 67.443| 6.236|RGB     | 1.0321| 1.463| 0.039| 8.641| 0.014| 2.730| 0.007| 3.20e-03| 0.007| 3.553| 0.244|                |  0|KCat|Sloan|Simbad|289.65142|+41.83728
290.0398333|+41.8013889| 6437547|19200956+4148050|4994.9| 0.046|-0.006|138.495|10.681|RGB     | 1.0171| 1.760| 0.033| 6.482| 0.011| 3.060| 0.007| 9.11e-03| 0.007| 3.188| 0.227|                |  0|KCat|Sloan|Simbad|290.03983|+41.80139
291.3208750|+41.8226389| 6441442|19251701+4149215|4835.4| 0.116| 0.049|149.854|12.039|RGB     | 1.0214| 1.294| 0.032| 5.386| 0.011| 3.087| 0.007| 1.17e-02| 0.007| 3.672| 0.230|                |  0|KCat|Sloan|Simbad|291.32087|+41.82264
291.9994167|+41.8583333| 6443407|19275986+4151300|4835.3|-0.202| 0.045| 72.246| 6.927|RGB     | 1.0296| 1.281| 0.038| 7.721| 0.014| 2.770| 0.007| 3.93e-03| 0.007| 3.582| 0.201|                |  0|KCat|Sloan|Simbad|291.99942|+41.85833
292.4053750|+41.8370000| 6444595|19293729+4150132|4519.9|-0.095| 0.043| 20.958| 2.629|RGB     | 1.0387| 1.316| 0.043|14.771| 0.016| 2.218| 0.007| 5.76e-04| 0.008| 3.590| 0.178|                |  0|KCat|Sloan|Simbad|292.40537|+41.83700
292.6979583|+41.8517500| 6445497|19304751+4151063|4924.0|-0.259| 0.067| 37.942| 4.270|RC      | 0.9985| 1.493| 0.076|11.448| 0.022| 2.495| 0.010| 1.40e-03| 0.008| 3.302| 0.169|                |  0|KCat|Sloan|Simbad|292.69796|+41.85175
293.3176250|+41.8247222| 6447498|19331623+4149290|4612.8|-0.265| 0.041| 21.026| 2.675|RGB     | 1.0383| 1.280| 0.043|14.473| 0.016| 2.224| 0.007| 5.96e-04| 0.008| 3.583| 0.132|                |  0|KCat|Sloan|Simbad|293.31762|+41.82472
293.3357500|+41.8649167| 6447552|19332058+4151537|4600.4|-0.202| 0.174| 59.259| 6.248|RGB     | 1.0378| 0.960| 0.040| 7.472| 0.014| 2.674| 0.007| 3.25e-03| 0.007| 4.051| 0.051|                |  0|KCat|Sloan|Simbad|293.33575|+41.86492
293.4223750|+41.8996389| 6447817|19334137+4153587|4778.1|-0.024|-0.009| 32.156| 3.858|RC      | 1.0064| 1.263| 0.078|11.523| 0.023| 2.416| 0.010| 1.16e-03| 0.008| 3.541| 0.098|                |  0|KCat|Sloan|Simbad|293.42237|+41.89964
293.4405833|+41.8927500| 6447883|19334574+4153339|4316.7| 0.093| 0.047| 16.006| 2.201|RGB     | 1.0460| 1.083| 0.043|15.510| 0.016| 2.091| 0.007| 4.09e-04| 0.008| 3.944| 0.180|                |  0|KCat|Sloan|Simbad|293.44058|+41.89275
293.4803750|+41.8286389| 6448010|19335529+4149431|4744.5| 0.073| 0.011| 34.771| 4.101|RC      | 0.9925| 1.308| 0.077|11.297| 0.023| 2.449| 0.010| 1.28e-03| 0.008| 3.528| 0.129|                |  0|KCat|Sloan|Simbad|293.48037|+41.82864
293.5469167|+41.8621389| 6448230|19341126+4151437|5074.8|-0.235| 0.097| 50.021| 4.775|RC(S)   | 1.0072| 2.212| 0.070|12.044| 0.019| 2.621| 0.009| 1.79e-03| 0.008| 2.880| 0.170|                |  0|KCat|Sloan|Simbad|293.54692|+41.86214
293.7027083|+41.8666667| 6448697|19344865+4152000|4687.3| 0.007| 0.002| 50.914| 5.332|RGB     | 1.0357| 1.191| 0.040| 8.935| 0.015| 2.612| 0.007| 2.36e-03| 0.007| 3.766| 0.166|                |  0|KCat|Sloan|Simbad|293.70271|+41.86667
293.7583333|+41.8718611| 6448890|19350200+4152187|4819.4| 0.370|-0.011|247.611|17.416|RGB(S)  | 1.0170| 1.349| 0.028| 4.283| 0.009| 3.305| 0.007| 2.42e-02| 0.006| 3.663| 0.152|                |  0|KCat|Sloan|Simbad|293.75833|+41.87186
294.2724167|+41.8221667| 6450613|19370538+4149198|5000.2| 0.188|-0.016| 93.701| 7.560|RC      | 0.9933| 2.392| 0.050| 9.185| 0.010| 2.891| 0.008| 4.35e-03| 0.008| 2.932| 0.026|                |  0|KCat|Sloan|Simbad|294.27242|+41.82217
294.4466250|+41.8853333| 6451229|19374719+4153072|4023.3| 0.125| 0.077|  3.324| 0.632|RGB     | 1.0329| 1.353| 0.044|38.729| 0.017| 1.393| 0.007| 3.29e-05| 0.008| 3.613| 0.457|SeisUnc         |  0|KCat|Sloan|Simbad|294.44662|+41.88533
294.4496250|+41.8348333| 6451238|19374791+4150054|4547.7| 0.330| 0.050| 31.302| 3.833|AMB     | 1.0205| 1.053| 0.109|10.793| 0.065| 2.394| 0.010| 1.18e-03| 0.010| 3.951| 0.243|                |  0|KCat|Sloan|Simbad|294.44962|+41.83483
294.5202917|+41.8521111| 6451495|19380487+4151076|4644.7| 0.043| 0.052| 58.131| 5.959|RGB     | 1.0361| 1.119| 0.040| 8.124| 0.015| 2.667| 0.007| 2.94e-03| 0.007| 3.883| 0.233|                |  0|KCat|Sloan|Simbad|294.52029|+41.85211
297.3072500|+41.8464722| 6462755|19491374+4150473|4761.2|-0.166| 0.137| 31.637| 3.616|RC(S)   | 1.0053| 1.557| 0.078|12.910| 0.024| 2.408| 0.010| 1.02e-03| 0.008| 3.274| 0.190|                |  0|KCat|Sloan|Simbad|297.30725|+41.84647
297.8501667|+41.8245556| 6465075|19512404+4149284|4871.5|-0.233| 0.010| 84.252| 7.688|RGB     | 1.0262| 1.372| 0.037| 7.384| 0.013| 2.839| 0.007| 4.81e-03| 0.007| 3.476| 0.129|                |  0|KCat|Sloan|Simbad|297.85017|+41.82456
297.9637500|+41.8803611| 6465610|19515130+4152493|4984.0|-0.236| 0.031| 40.176| 4.369|RC      | 0.9954| 1.668| 0.074|11.722| 0.022| 2.522| 0.010| 1.46e-03| 0.008| 3.186| 0.747|                |  0|KCat|Sloan|Simbad|297.96375|+41.88036
298.3616667|+41.8609722| 6467408|19532680+4151395|4900.1|-0.255| 0.029|127.499|11.050|RGB     | 1.0225| 1.141| 0.034| 5.465| 0.012| 3.020| 0.007| 9.86e-03| 0.007| 3.747| 0.199|                |  0|KCat|Sloan|Simbad|298.36167|+41.86097
298.4096667|+41.8438611| 6467645|19533832+4150379|4833.8|-0.137| 0.017| 66.695| 6.466|RGB     | 1.0305| 1.322| 0.039| 8.162| 0.014| 2.736| 0.007| 3.43e-03| 0.007| 3.564| 0.691|                |  0|KCat|Sloan|Simbad|298.40967|+41.84386
298.4380417|+41.8719167| 6467788|19534513+4152189|4816.3| 0.120|-0.001|154.440|12.430|RGB     | 1.0213| 1.239| 0.032| 5.198| 0.011| 3.100| 0.007| 1.24e-02| 0.007| 3.735| 0.169|                |  0|KCat|Sloan|Simbad|298.43804|+41.87192
298.5082500|+41.8637778| 6468112|19540198+4151496|5084.7|-0.007|-0.016| 29.516| 3.419|RC(S)   | 1.0025| 1.767| 0.079|14.005| 0.024| 2.393| 0.010| 9.07e-04| 0.008| 3.172| 0.089|                |  0|KCat|Sloan|Simbad|298.50825|+41.86378
298.5915000|+41.8930000| 6468506|19542196+4153348|4781.6|-0.255| 0.160| 27.902| 3.828|RC      | 0.9967| 0.886| 0.080|10.360| 0.024| 2.355| 0.010| 1.12e-03| 0.008| 3.875| 0.624|                |  0|KCat|Sloan|Simbad|298.59150|+41.89300
298.8050000|+41.8271111| 6469446|19551320+4149376|4823.5|-0.128| 0.107|143.586|12.302|RGB     | 1.0230| 1.034| 0.033| 4.921| 0.011| 3.068| 0.007| 1.22e-02| 0.007| 3.936| 0.279|                |  0|KCat|Sloan|Simbad|298.80500|+41.82711
299.0312500|+41.8232778| 6470560|19560750+4149238|4806.3| 0.275| 0.000| 49.322| 4.855|RC      | 1.0010| 1.874| 0.070|11.315| 0.019| 2.603| 0.009| 1.82e-03| 0.008| 3.186| 0.660|                |  0|KCat|Sloan|Simbad|299.03125|+41.82328
283.1012917|+41.9502778| 6500038|18522431+4157010|4564.9|-0.067| 0.119| 49.923| 5.361|RGB     | 1.0383| 1.045| 0.040| 8.507| 0.015| 2.597| 0.007| 2.39e-03| 0.007| 3.954| 0.202|                |  1|KCat|Sloan|Simbad|283.10129|+41.95028
283.3734583|+41.9597778| 6500623|18532963+4157352|4394.8| 0.123|-0.022| 14.878| 2.009|RGB     | 1.0409| 1.313| 0.043|17.634| 0.016| 2.063| 0.007| 3.38e-04| 0.008| 3.657| 0.318|                |  1|KCat|Sloan|Simbad|283.37346|+41.95978
283.6499167|+41.9298889| 6501237|18543598+4155476|4759.3|-0.019| 0.011| 62.337| 6.151|RGB     | 1.0325| 1.278| 0.039| 8.333| 0.014| 2.703| 0.007| 3.11e-03| 0.007| 3.645| 0.409|                |  1|KCat|Sloan|Simbad|283.64992|+41.92989
283.8476667|+41.9864167| 6501676|18552344+4159111|4612.2|-0.096| 0.086| 43.030| 4.806|RGB     | 1.0390| 1.049| 0.041| 9.159| 0.015| 2.535| 0.007| 1.92e-03| 0.007| 3.943| 0.188|                |  1|KCat|Sloan|Simbad|283.84767|+41.98642
283.9394583|+41.9994167| 6501869|18554547+4159579|4928.5|-0.107| 0.039| 32.881| 4.145|RC      | 0.9982| 1.097| 0.078|10.540| 0.023| 2.433| 0.010| 1.32e-03| 0.008| 3.673| 0.267|                |  1|KCat|Sloan|Simbad|283.93946|+41.99942
284.3380417|+41.9213333| 6502765|18572113+4155168|4732.5|-0.113| 0.128| 28.311| 3.780|RC      | 0.9995| 0.948| 0.080|10.663| 0.024| 2.359| 0.010| 1.10e-03| 0.008| 3.826| 0.167|                |  1|KCat|Sloan|Simbad|284.33804|+41.92133
284.3590833|+41.9698611| 6502800|18572618+4158115|4705.2| 0.166| 0.012| 81.121| 7.548|RGB     | 1.0314| 1.226| 0.038| 7.177| 0.014| 2.815| 0.007| 4.68e-03| 0.007| 3.769| 0.199|                |  1|KCat|Sloan|Simbad|284.35908|+41.96986
284.3705833|+41.9877500| 6502831|18572894+4159159|5024.4|-0.747| 0.219| 26.975| 3.997|RC      | 0.9904| 0.744| 0.081| 9.535| 0.025| 2.351| 0.010| 1.21e-03| 0.008| 3.972| 0.123|                |  1|KCat|Sloan|Simbad|284.37058|+41.98775
284.4203750|+41.9261667| 6502960|18574089+4155342|4517.0|-0.490| 0.198| 15.573| 2.276|RGB     | 1.0460| 0.934| 0.043|14.439| 0.016| 2.089| 0.007| 4.38e-04| 0.008| 3.988| 0.187|                |  1|KCat|Sloan|Simbad|284.42037|+41.92617
284.6577083|+41.9558333| 6503502|18583785+4157210|4680.5| 0.135|-0.025| 35.956| 4.121|AMB     | 1.0165| 1.270| 0.232|10.973| 0.090| 2.460| 0.010| 1.35e-03| 0.010| 3.664| 0.196|                |  0|KCat|Sloan|Simbad|284.65771|+41.95583
285.1067500|+41.9975278| 6504411|19002562+4159511|4903.9|-0.400| 0.176| 28.731| 3.896|RC      | 0.9939| 0.947| 0.080|10.486| 0.024| 2.373| 0.010| 1.16e-03| 0.008| 3.776| 0.229|                |  1|KCat|Sloan|Simbad|285.10675|+41.99753
285.2595417|+41.9726667| 6504725|19010229+4158216|4569.2| 0.335| 0.014| 32.542| 3.773|AMB     | 1.0221| 1.263| 0.282|11.576| 0.076| 2.412| 0.010| 1.15e-03| 0.010| 3.715| 0.242|                |  1|KCat|Sloan|Simbad|285.25954|+41.97267
