waveobs flux err
494.74324264702364 1.2088391608323605 0.0
494.74482955042606 1.0718078616831652 0.0
494.74641638259953 1.069698013957303 0.0
494.7480031435403 1.0898270729447592 0.0
494.7495898332441 1.0632602851465613 0.0
494.7511764517071 0.9589284175036584 0.0
494.75276299892624 1.0374756829284868 0.0
494.7543494748975 1.0066588742304476 0.0
494.755935879618 1.1018678499461045 0.0
494.7575222130815 1.016047568895836 0.0
494.7591084752861 0.9879338372090702 0.0
494.760694666227 0.8689949081248212 0.0
494.76228078590094 0.9964195663231252 0.0
494.76386683430496 1.0387016872136265 0.0
494.76545281143314 1.059376904968139 0.0
494.7670387172844 1.0252626393017867 0.0
494.7686245518517 0.9976628522919683 0.0
494.7702103151342 1.0339481385019786 0.0
494.7717960071267 1.0385027518006948 0.0
494.7733816278253 1.1358009577377866 0.0
494.7749671772261 0.8975089068440122 0.0
494.7765526553269 1.0655471680764224 0.0
494.7781380621218 1.1298128216187835 0.0
494.7797233976077 0.9299920279763328 0.0
494.7813086617818 0.9218745880858317 0.0
494.78289385463887 1.02761722823302 0.0
494.7844789761761 1.0326000952080736 0.0
494.7860640263883 1.1282745138385033 0.0
494.7876490052735 1.056680176611584 0.0
494.7892339128279 0.9997483308599946 0.0
494.7908187490453 1.0959552885096036 0.0
494.79240351392474 0.9162538577052081 0.0
494.7939882074601 0.9272275931697234 0.0
494.79557282964964 1.1244974415325557 0.0
494.79715738048816 1.0553893772219074 0.0
494.79874185997164 1.147157643347045 0.0
494.80032626809816 0.8671007782305737 0.0
494.8019106048618 0.9815299463280618 0.0
494.8034948702594 0.9913794271993456 0.0
494.805079064289 1.0291720737721213 0.0
494.8066631869435 0.9678515146485823 0.0
494.8082472382211 0.9280286318185108 0.0
494.8098312181177 0.9626542960417864 0.0
494.8114151266303 1.0072256982214167 0.0
494.81299896375384 0.9521829971919645 0.0
494.8145827294844 0.9867932730449397 0.0
494.81616642382 1.0652782643089962 0.0
494.8177500467545 1.0604555092173304 0.0
494.81933359828594 0.9703045007358118 0.0
494.82091707840937 1.049026543784259 0.0
494.8225004871208 1.072953360054666 0.0
494.8240838244181 1.070041229562837 0.0
494.8256670902964 1.0043800962282023 0.0
494.82725028475176 0.9225420740709154 0.0
494.82883340778 1.0101081491310386 0.0
494.8304164593781 1.003687444822844 0.0
494.8319994395422 1.014561093828738 0.0
494.8335823482682 0.89896359305438 0.0
494.83516518555217 0.860410675694926 0.0
494.83674795139103 0.9451588486401783 0.0
494.83833064578084 0.9688912376703316 0.0
494.8399132687165 0.9546594183548481 0.0
494.84149582019614 0.9636386435541453 0.0
494.84307830021464 0.9656996408455196 0.0
494.8446607087691 0.9169066180288534 0.0
494.8462430458544 1.0524178925185028 0.0
494.8478253114677 0.9591046831774127 0.0
494.8494075056058 0.9453674477915608 0.0
494.85098962826277 0.9121183360414714 0.0
494.85257167943774 1.0091748606464888 0.0
494.85415365912456 0.9264818326644535 0.0
494.85573556732015 0.9891314089616592 0.0
494.8573174040217 0.9141414655499072 0.0
494.85889916922406 0.893538137723968 0.0
494.8604808629233 0.9877613564944455 0.0
494.86206248511644 0.8998556943830086 0.0
494.86364403580035 0.9588876479991311 0.0
494.86522551496915 0.9131683219441579 0.0
494.86680692262183 0.9773229156132058 0.0
494.86838825875134 0.953988800662942 0.0
494.86996952335664 0.8869551932310509 0.0
494.87155071643286 0.9920503389897894 0.0
494.8778747733688 0.8799122366508788 0.0
494.87945560874306 0.9122689090606787 0.0
494.88103637256415 0.9306097063100864 0.0
494.88261706483104 0.9330195713468362 0.0
494.88419768553774 0.9736810350651982 0.0
494.88577823468023 1.0005950113926632 0.0
494.8873587122565 0.9386476760559211 0.0
494.8889391182625 0.8002488519641846 0.0
494.8905194526934 0.9059796574616985 0.0
494.89209971554607 0.9212204947176958 0.0
494.89367990681643 1.0061169040136964 0.0
494.8952600265006 0.949974162437398 0.0
494.8968400745946 0.8959875131561914 0.0
494.8984200510963 0.8369136999322858 0.0
494.8999999559988 0.8663099000923674 0.0
494.901579789302 0.8662067915720826 0.0
494.90315955099896 0.9830649274039571 0.0
494.90473924108767 0.9447396469145297 0.0
494.9063188595641 0.973870338665675 0.0
494.9078984064233 0.98560671956934 0.0
494.9094778816633 0.8961255004190051 0.0
494.91105728527896 0.8811803262073565 0.0
494.91263661726634 0.9533590081348597 0.0
494.91421587762244 0.8750015954592326 0.0
494.9157950663443 0.8852136277501184 0.0
494.91737418342575 1.0303263431976741 0.0
494.918953228865 0.9707234293811382 0.0
494.920532202657 0.9732074196183469 0.0
494.9221111047987 0.9137673251680916 0.0
494.923689935286 0.9704171700582604 0.0
494.925268694116 0.9855601010529655 0.0
494.9268473812828 0.9724450789217242 0.0
494.9284259967852 0.9190018826005644 0.0
494.93000454061735 0.972686242606919 0.0
494.931583012777 0.9749958461354663 0.0
494.9331614132585 0.9127964829921751 0.0
494.93473974206063 0.9279267610216693 0.0
494.9363179991774 0.961131878645818 0.0
494.9378961846049 0.9031543658148532 0.0
494.939474298341 0.9704227718221373 0.0
494.9410523403806 0.8751762061533068 0.0
494.94263031072205 0.927229618633833 0.0
494.94420820935807 0.9384658217723708 0.0
494.9457860362878 0.9584065421459498 0.0
494.9473637915061 1.0079187593275083 0.0
494.948941475009 0.8880025230810495 0.0
494.95051908679363 1.0100375683339307 0.0
494.9520966268547 0.9284557127477207 0.0
494.9536740951906 0.924974755524381 0.0
494.95525149179593 0.9422873792045703 0.0
494.956828816668 0.9856706074553145 0.0
494.9584060698016 0.9613935350277085 0.0
494.95998325119393 0.9417362007215533 0.0
494.9615603608407 0.8359523850868222 0.0
494.9631373987381 0.8907354808023511 0.0
494.9647143648841 0.9882603706094854 0.0
494.96629125927166 0.9742531209226509 0.0
494.9678680818999 0.8919041019603586 0.0
494.9694448327637 1.0029538534637354 0.0
494.971021511859 1.0071206271033666 0.0
494.97259811918286 0.9239819827465526 0.0
494.97417465473137 0.9858961467967338 0.0
494.9757511184994 0.9910942475520631 0.0
494.97732751048494 0.9376057966256955 0.0
494.9789038306841 1.0308354045922357 0.0
494.9804800790918 0.9371909642704062 0.0
494.982056255705 1.0077198668097733 0.0
494.9836323605197 0.9396101721887207 0.0
494.985208393533 0.9501909236291226 0.0
494.98678435473886 1.0315480198209106 0.0
494.9883602441362 0.9657441591051185 0.0
494.9899360617201 0.968806102945872 0.0
494.99151180748646 0.9958138070529825 0.0
494.99308748143136 0.9421960995684594 0.0
494.9946630835518 1.0138674807114028 0.0
494.99623861384373 0.9662836574907001 0.0
494.9978140723021 0.9490751899647827 0.0
494.99938945892507 0.9538156943606055 0.0
495.0009647737075 0.9560506972674889 0.0
495.0025400166464 0.9681897058844796 0.0
495.0041151877378 0.9422667060621116 0.0
495.00569028697765 0.9279092672186273 0.0
495.00726531436305 0.9279625465571046 0.0
495.0088402698889 1.0134795547492212 0.0
495.0104151535511 0.9287958260174097 0.0
495.0119899653478 0.9334596764282994 0.0
